username;date;retweets;favorites;text;geo;mentions;hashtags;id;"permalink
";location
Jadiza7Dax;2016-03-06 16:17;4;3;"""Wow and churches wonder why Americans are falling away from faith #Trump #MakeAmericaGreatAgain https:// twitter.com/WDFx2EU/status /706557522799255554 """;Illinois, USA;;#Trump #MakeAmericaGreatAgain;"""706634948925476864""";"https://twitter.com/Jadiza7Dax/status/706634948925476864
";(40.0796319, -89.4339808)
Onevote4Trump;2016-03-06 16:16;1;0;"""https:// youtu.be/F3bwxPrdYHY Ted Cruz is finished. #AlwaysTrump #Trump #makeamericagreatagain""";Kentucky, USA;;#AlwaysTrump #Trump #makeamericagreatagain;"""706634705907683328""";"https://twitter.com/Onevote4Trump/status/706634705907683328
";(37.5726028, -85.155141)
will_maierica;2016-03-06 16:16;0;2;"""@JacobSchnegg Vote trump #Trump2016 #MakeAmericaGreatAgain""";United States of America;@JacobSchnegg;#Trump2016 #MakeAmericaGreatAgain;"""706634599519141888""";"https://twitter.com/will_maierica/status/706634599519141888
";(39.7837304, -100.4458824)
sunshineejc1;2016-03-06 16:15;1;1;"""DONALD TRUMP THE MASTER OF THE DEAL #AlwaysTrump #Trump2016 #MakeAmericaGreatAgain #TrumpTrain WHO CAN ANSWER? @realDonaldTrump #tcot #nra""";Florida, USA;@realDonaldTrump;#AlwaysTrump #Trump2016 #MakeAmericaGreatAgain #TrumpTrain #tcot #nra;"""706634423182204928""";"https://twitter.com/sunshineejc1/status/706634423182204928
";(27.7567667, -81.4639834)
O_IrishT;2016-03-06 16:15;3;5;"""Trump, THE Only ""Common Sense"" Candidate! . #TrumpTrain #VoteTrump #MakeAmericaGreatAgain https:// twitter.com/stan724/status /706632990584012800 """;Tennessee, USA;;#TrumpTrain #VoteTrump #MakeAmericaGreatAgain;"""706634254101430272""";"https://twitter.com/O_IrishT/status/706634254101430272
";(35.7730076, -86.282008)
libertarianlass;2016-03-06 16:14;0;0;"""#MakeAmericaGreatAgain #VoteTrump https:// twitter.com/gqforbes/statu s/706350371334176772 """;The United States of America;;#MakeAmericaGreatAgain #VoteTrump;"""706633975519772673""";"https://twitter.com/libertarianlass/status/706633975519772673
";(39.7837304, -100.4458824)
CFluharty;2016-03-06 16:14;37;48;"""I love it when someone stands up for the truth! #MichiganPrimary #makeamericagreatagain https:// twitter.com/P0TUSTrump/sta tus/706623452480843776 """;South Carolina, USA;;#MichiganPrimary #makeamericagreatagain;"""706633969836503040""";"https://twitter.com/CFluharty/status/706633969836503040
"
alhenderson1;2016-03-06 16:13;2;3;"""We all ought, especially against all the lies & slander Trump has suffered. #VoteTrump #MakeAmericaGreatAgain https:// twitter.com/AmericanSniper G/status/706614277885534208 """;Harlingen, Texas ;;#VoteTrump #MakeAmericaGreatAgain;"""706633946360999936""";"https://twitter.com/alhenderson1/status/706633946360999936
";(26.1906306, -97.6961025)
O_IrishT;2016-03-06 16:13;3;6;"""Trump, THE Only ""Common Sense"" Candidate! . #TrumpTrain #MakeAmericaGreatAgain . @Pudingtane @umpire43 https:// twitter.com/mmlynch01/stat us/706629492047892481 """;Tennessee, USA;@Pudingtane @umpire43;#TrumpTrain #MakeAmericaGreatAgain;"""706633744338317312""";"https://twitter.com/O_IrishT/status/706633744338317312
";(35.7730076, -86.282008)
rosco__14;2016-03-06 16:13;1;0;"""Ugh. This Annoyance. #MakeAmericaGreatAgain pic.twitter.com/lOn7h1pK3l""";;;#MakeAmericaGreatAgain;"""706633726613184512""";"https://twitter.com/rosco__14/status/706633726613184512
";
nikshmatko;2016-03-06 16:12;0;2;"""#art for Trump #RealDonaldTrump #MakeAmericaGreatAgain #Trump #USA #TrumpForPresident2016 https:// twitter.com/rafshmatko/sta tus/706629109418479616 """;Ukraine;;#art #RealDonaldTrump #MakeAmericaGreatAgain #Trump #USA #TrumpForPresident2016;"""706633684145852416""";"https://twitter.com/nikshmatko/status/706633684145852416
"
frolic1234;2016-03-06 16:12;3;2;"""@repmom2 #NeverCruz #AlwaysTrump #WhoIsTheRealTedCruz We will #MakeAmericaGreatAgain #Florida #Michigan #Ohio""";San Diego, CA;@repmom2;#NeverCruz #AlwaysTrump #WhoIsTheRealTedCruz #MakeAmericaGreatAgain #Florida #Michigan #Ohio;"""706633594672799744""";"https://twitter.com/frolic1234/status/706633594672799744
";(32.7174209, -117.1627713)
KimberlyFergus;2016-03-06 16:12;1;5;"""We want Trump we want Trump We Want Trump #MakeAmericaGreatAgain #Trump2016 https:// twitter.com/vote_for_trump /status/706621691296927745 """;Las Vegas, NV;;#MakeAmericaGreatAgain #Trump2016;"""706633583339786240""";"https://twitter.com/KimberlyFergus/status/706633583339786240
"
lancerevomg;2016-03-06 16:11;0;1;"""@realDonaldTrump This is a great video of Trump v the establishment&Romney Let's #Makeamericagreatagain #trumptrain https:// twitter.com/FoxNews/status /706351120403165185 """;NY;@realDonaldTrump;#Makeamericagreatagain #trumptrain;"""706633414485659652""";"https://twitter.com/lancerevomg/status/706633414485659652
";(43.1561681, -75.8449945)
pevans0913;2016-03-06 16:11;2;2;"""Love It!!! #AlwaysTrump #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/realDonaldTrum p/status/706530975992381441 """;Pennsylvania, USA;;#AlwaysTrump #Trump2016 #MakeAmericaGreatAgain;"""706633252690227200""";"https://twitter.com/pevans0913/status/706633252690227200
"
frolic1234;2016-03-06 16:11;1;1;"""#FixFlint #demdebate Hillary said America doesn't need to be fixed! She has NO clue on how to #MakeAmericaGreatAgain Actions NOT WORDS""";San Diego, CA;;#FixFlint #demdebate #MakeAmericaGreatAgain;"""706633229780910080""";"https://twitter.com/frolic1234/status/706633229780910080
";(32.7174209, -117.1627713)
ilduce2016;2016-03-06 16:10;4;9;"""Blood alone moves the wheels of history. @realDonaldTrump #MakeAmericaGreatAgain""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706633123346432000""";"https://twitter.com/ilduce2016/status/706633123346432000
";
21stcenturycrim;2016-03-06 16:10;1;1;"""Thank you NYC Police Union, a @realDonaldTrump voter! #MakeAmericaGreatAgain https:// twitter.com/trump_prez/sta tus/706630333802913795 """;;@realDonaldTrump;#MakeAmericaGreatAgain;"""706632977682305024""";"https://twitter.com/21stcenturycrim/status/706632977682305024
";
ErikDannyThomas;2016-03-06 16:09;0;0;"""MAKE AMERICA GREAT AGAIN Lol #makeamericagreatagain https://www. instagram.com/p/BCoZURVScWr/""";954 SOGNARR;;#makeamericagreatagain;"""706632930723024896""";"https://twitter.com/ErikDannyThomas/status/706632930723024896
";
FedUpUSA;2016-03-06 16:09;0;1;"""Trump's Medical Plan, By The Numbers http:// market-ticker.org/akcs-www?post= 231191 RT @tickerguy @realDonaldTrump #healthcare #MakeAmericaGreatAgain""";Troy, MI;@tickerguy @realDonaldTrump;#healthcare #MakeAmericaGreatAgain;"""706632852167856128""";"https://twitter.com/FedUpUSA/status/706632852167856128
";(42.6055893, -83.1499303)
Kelly62u;2016-03-06 16:09;0;2;"""@realDonaldTrump @Janetlarose1 @FaceTheNation @jdickerson Let the Insurrection of 2016 Begin! Go Vote #MakeAmericaGreatAgain""";DFW, TX ;@realDonaldTrump @Janetlarose1 @FaceTheNation @jdickerson;#MakeAmericaGreatAgain;"""706632809469734916""";"https://twitter.com/Kelly62u/status/706632809469734916
";(32.8965661, -97.04654717525)
DKohrdt;2016-03-06 16:08;0;0;"""Trump About U https:// youtu.be/2_5b98GrlPE via @YouTube #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain pic.twitter.com/uJU2GQSDuh""";;@YouTube;#realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain;"""706632591882002433""";"https://twitter.com/DKohrdt/status/706632591882002433
";
KimberlyFergus;2016-03-06 16:08;1;0;"""@WSJ Did you listen or only write what you wanted to hear!!!!! #MakeAmericaGreatAgain we want Trump stop Trashing a Good Man""";Las Vegas, NV;@WSJ;#MakeAmericaGreatAgain;"""706632590736773120""";"https://twitter.com/KimberlyFergus/status/706632590736773120
"
corey935;2016-03-06 16:08;1;1;"""Cruz has had his records sealed. People with nothing to hide don't do that. #gotrump #makeamericagreatagain #donaldtrump""";Austin Tx;;#gotrump #makeamericagreatagain #donaldtrump;"""706632558293811200""";"https://twitter.com/corey935/status/706632558293811200
";(30.2711286, -97.7436994)
GiGiOnCall;2016-03-06 16:08;2;2;"""YEAH! @realDonaldTrump ONLY one who stepped up to #MakeAmericaGreatAgain (not for a job promotion) https:// twitter.com/DanScavino/sta tus/706628177678999559 """;DTLA;@realDonaldTrump;#MakeAmericaGreatAgain;"""706632493479268352""";"https://twitter.com/GiGiOnCall/status/706632493479268352
";(34.0490066, -118.2502036)
SMarcleger1;2016-03-06 16:08;0;0;"""#WakeUpAmerica #MakeAmericaGreatAgain Remember? HOME ALONE II Lost In New York. The gentleman who helped Kevin? pic.twitter.com/rXV0FqwQuP""";Plattsmouth, NE;;#WakeUpAmerica #MakeAmericaGreatAgain;"""706632476463140864""";"https://twitter.com/SMarcleger1/status/706632476463140864
"
frolic1234;2016-03-06 16:07;1;1;"""#FixFlintNow #demdebate Hillary can talk all day long, she will NEVER fix Flint! We must #MakeAmericaGreatAgain and #NeverHillary NEVER""";San Diego, CA;;#FixFlintNow #demdebate #MakeAmericaGreatAgain #NeverHillary;"""706632377359937537""";"https://twitter.com/frolic1234/status/706632377359937537
";(32.7174209, -117.1627713)
bobby990r_1;2016-03-06 16:07;0;1;"""@latimes #VoteTrumpFL #VoteTrumpFL #VoteTrumpFL #MakeAmericaGreatAgain #MakeAmericaGreatAgain""";;@latimes;#VoteTrumpFL #VoteTrumpFL #VoteTrumpFL #MakeAmericaGreatAgain #MakeAmericaGreatAgain;"""706632237438128128""";"https://twitter.com/bobby990r_1/status/706632237438128128
";
NoLibsZone;2016-03-06 16:06;2;1;"""#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/Trump2016Donal d/status/706629873985417217 """;;;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706632191795707905""";"https://twitter.com/NoLibsZone/status/706632191795707905
";
78nutsack;2016-03-06 16:06;0;1;"""Make America great again!! #MakeAmericagreatagain #UnapologeticallyIndigenous pic.twitter.com/oN2UbNmWtk""";East Hemet,Ca.;;#MakeAmericagreatagain #UnapologeticallyIndigenous;"""706632056621572096""";"https://twitter.com/78nutsack/status/706632056621572096
";(33.7386312, -116.939016833722)
Barbavh;2016-03-06 16:06;1;5;"""@DanScavino @GovMikeHuckabee @realDonaldTrump @particlenewsapp Let's hope Huckabee ' s right & Trump's unstoppable! #MakeAmericaGreatAgain""";New York, USA;@DanScavino @GovMikeHuckabee @realDonaldTrump @particlenewsapp;#MakeAmericaGreatAgain;"""706632042272976897""";"https://twitter.com/Barbavh/status/706632042272976897
";(40.7305991, -73.9865811)
SoldiersWhisper;2016-03-06 16:05;5;3;"""@realDonaldTrump #JustSayNo to #TedCruz #MarcoRubio #JohnKasich AND #MittRomney #MakeAmericaGreatAgain #VoteTrump #Trump2016""";USA;@realDonaldTrump;#JustSayNo #TedCruz #MarcoRubio #JohnKasich #MittRomney #MakeAmericaGreatAgain #VoteTrump #Trump2016;"""706631854548385792""";"https://twitter.com/SoldiersWhisper/status/706631854548385792
";(39.7837304, -100.4458824)
polekat20;2016-03-06 16:05;3;4;"""This is what's wrong with this country #MakeAmericaGreatAgain https:// twitter.com/reiatabie/stat us/706620506481389568 """;Pokelahoma;;#MakeAmericaGreatAgain;"""706631850484064256""";"https://twitter.com/polekat20/status/706631850484064256
";
alhenderson1;2016-03-06 16:05;1;0;"""Makes more sense than all the rest. #VoteTrump #MakeAmericaGreatAgain OK? https:// twitter.com/MADE__USA/stat us/706615753584353281 """;Harlingen, Texas ;;#VoteTrump #MakeAmericaGreatAgain;"""706631790174142465""";"https://twitter.com/alhenderson1/status/706631790174142465
";(26.1906306, -97.6961025)
TodesengelTrump;2016-03-06 16:05;1;6;"""@DanScavino @GovMikeHuckabee @realDonaldTrump no one can beat Donald trump, let's #MakeAmericaGreatAgain #Trump2016""";in your safe space;@DanScavino @GovMikeHuckabee @realDonaldTrump;#MakeAmericaGreatAgain #Trump2016;"""706631768292651008""";"https://twitter.com/TodesengelTrump/status/706631768292651008
";
RetCorr;2016-03-06 16:05;0;0;"""Way to go #Ford keep it American #MakeAmericaGreatAgain #Nascar""";Athens, OH;;#Ford #MakeAmericaGreatAgain #Nascar;"""706631732603314177""";"https://twitter.com/RetCorr/status/706631732603314177
";(39.3292396, -82.1012554)
DasTrumpFuhrer;2016-03-06 16:04;0;0;"""Those who have no understanding of the political world around them have no right to criticize... #makeamericagreatagain @realDonaldTrump""";;@realDonaldTrump;#makeamericagreatagain;"""706631682586185729""";"https://twitter.com/DasTrumpFuhrer/status/706631682586185729
";
trumpWG;2016-03-06 16:04;0;0;"""#TCOT #MakeAmericaGreatAgain #WhiteGenocide #Michigan pic.twitter.com/gED5PLSgtv""";Make America White Again!;;#TCOT #MakeAmericaGreatAgain #WhiteGenocide #Michigan;"""706631652940849152""";"https://twitter.com/trumpWG/status/706631652940849152
";
_Richard_A_King;2016-03-06 16:04;1;1;"""AND THEY CLAIM TO BE BIBLE THUMPING CONSERVATIVES! #Despicable GOD HATE #liars #MakeAmericaGreatAgain https:// twitter.com/umpire43/statu s/706627694100877313 """;;;#Despicable #liars #MakeAmericaGreatAgain;"""706631553921773568""";"https://twitter.com/_Richard_A_King/status/706631553921773568
";
KunzGuy;2016-03-06 16:03;5;5;"""Paul Ryan sold us out too now. We gotta fire these idiots! #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/barrynmooch/st atus/706546149822320640 """;;;#Trump2016 #MakeAmericaGreatAgain;"""706631403341938688""";"https://twitter.com/KunzGuy/status/706631403341938688
";
greenvegansara;2016-03-06 16:03;2;0;"""#MakeAmericaGreatAgain #VoteTrump 2016 #AlwaysTrump #TrumpRevolution https:// twitter.com/jko417/status/ 706477941492981761 """;Virginia, USA;;#MakeAmericaGreatAgain #VoteTrump #AlwaysTrump #TrumpRevolution;"""706631403337883648""";"https://twitter.com/greenvegansara/status/706631403337883648
";(37.1232245, -78.492772)
frankieguy85;2016-03-06 16:03;0;0;"""Please share. Important so we can help #Trump #MakeAmericaGreatAgain http:// fb.me/4K0OaL014""";Toledo, IA ;;#Trump #MakeAmericaGreatAgain;"""706631382529748992""";"https://twitter.com/frankieguy85/status/706631382529748992
";(41.9958519, -92.5790516)
ASerignese;2016-03-06 16:03;9;9;"""@DanScavino I don't know if I could put up with what @realDonaldTrump puts up with to #MakeAmericaGreatAgain""";;@DanScavino @realDonaldTrump;#MakeAmericaGreatAgain;"""706631305643970560""";"https://twitter.com/ASerignese/status/706631305643970560
";
RealJohnnyZ;2016-03-06 16:03;0;0;"""#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump https:// twitter.com/michaelharrisd r/status/706516353402986496 """;;;#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump;"""706631297909727232""";"https://twitter.com/RealJohnnyZ/status/706631297909727232
";
mattminorUSA;2016-03-06 16:02;0;1;"""#MakeAmericaGreatAgain""";Sylvania, OH;;#MakeAmericaGreatAgain;"""706631179471069184""";"https://twitter.com/mattminorUSA/status/706631179471069184
";(41.7189392, -83.7129934)
99Pagefamily;2016-03-06 16:02;0;0;"""#Trump just can't deny - #MakeAmericaGreatAgain http:// thefieldsofgreen.com/2016/03/02/the -pga-has-a-trump-problem/ """;Massachusetts, USA;;#Trump #MakeAmericaGreatAgain;"""706631037372256257""";"https://twitter.com/99Pagefamily/status/706631037372256257
";(42.3788774, -72.0323659)
TRUMPHIANT2016;2016-03-06 16:02;0;1;"""#AlwaysTrump #MakeAmericaGreatAgain with @realDonaldTrump #TrumpOrBustGOP #TrumpIsNotRacist #VoteTrumpUSA #TeamTrump https:// twitter.com/realdonaldtrum p/status/706629099217920000 """;Where I Need To Be ;@realDonaldTrump;#AlwaysTrump #MakeAmericaGreatAgain #TrumpOrBustGOP #TrumpIsNotRacist #VoteTrumpUSA #TeamTrump;"""706631005524856833""";"https://twitter.com/TRUMPHIANT2016/status/706631005524856833
";
teamliftworking;2016-03-06 16:01;0;0;"""#WashingtonDC #MakeAmericaGreatAgain #MakeAmericaWhiteAgain pic.twitter.com/2pTVfD36PL""";;;#WashingtonDC #MakeAmericaGreatAgain #MakeAmericaWhiteAgain;"""706630718797926400""";"https://twitter.com/teamliftworking/status/706630718797926400
";
mikebernelly;2016-03-06 16:00;0;0;"""Cada vez que salgo a las calles de mejico me doy cuenta porque donald trump no nos quiere #MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706630634454659072""";"https://twitter.com/mikebernelly/status/706630634454659072
";
NoLibsZone;2016-03-06 16:00;4;6;"""#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/KamVTV/status/ 706622335755771906 """;;;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706630634341539841""";"https://twitter.com/NoLibsZone/status/706630634341539841
";
RealtyVirginia;2016-03-06 16:00;0;2;"""He wants 2fix our infastructure. #Flint #Michigan understands is important. Vote Trump. Let's #MakeAmericaGreatAgain https:// twitter.com/fl4trumpdotcom /status/706628648699367424 """;United States;;#Flint #Michigan #MakeAmericaGreatAgain;"""706630474345615360""";"https://twitter.com/RealtyVirginia/status/706630474345615360
";(39.7837304, -100.4458824)
NoLibsZone;2016-03-06 16:00;4;1;"""Like of like he ""planned"" to win against Obama? #Trump2016 #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/BlissTabitha/s tatus/705795679063412736 """;;;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706630464723935233""";"https://twitter.com/NoLibsZone/status/706630464723935233
";
thewoman62;2016-03-06 15:36;30;32;"""#HawaiiPrimary make your vote count to #MakeAmericaGreatAgain by voting for #DonaldTrump country needs your support. https:// twitter.com/immigrant4trum p/status/706613666750267392 """;;;#HawaiiPrimary #MakeAmericaGreatAgain #DonaldTrump;"""706624569210175488""";"https://twitter.com/thewoman62/status/706624569210175488
";
KamVTV;2016-03-06 15:27;558;671;"""I may not be ""Politically Correct"" but I am ""Patriotically Correct "" #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/mfMS47AX2w""";SoCal ;;#Trump2016 #MakeAmericaGreatAgain;"""706622335755771906""";"https://twitter.com/KamVTV/status/706622335755771906
";(33.9192963, -117.873064462512)
BourneInTexas;2016-03-06 15:54;6;8;"""So many eyes on Trump, so many lies on Trump. Sickens me to the core. #Trump2016 #MakeAmericaGreatAgain #GOP OH FL https:// twitter.com/loudobbsnews/s tatus/706557776265347072 """;Texas;;#Trump2016 #MakeAmericaGreatAgain #GOP;"""706628974416244737""";"https://twitter.com/BourneInTexas/status/706628974416244737
";(31.8160381, -99.5120985)
realDonaldTrump;2016-03-06 07:43;4189;10194;"""FLORIDA: Do not miss this opportunity to #MakeAmericaGreatAgain ! Thank you @IvankaTrump : https://www. facebook.com/DonaldTrump/vi deos/10156724047250725/ pic.twitter.com/7cnWT9RGSr""";New York, NY;@IvankaTrump;#MakeAmericaGreatAgain;"""706505531364679680""";"https://twitter.com/realDonaldTrump/status/706505531364679680
";(40.7305991, -73.9865811)
jrb9586x;2016-03-06 15:59;0;2;"""@realDonaldTrump Thank you Mr. Trump for sacrificing your valuable time to stand up for the American people. #MakeAmericaGreatAgain""";Verenigde Staten;@realDonaldTrump;#MakeAmericaGreatAgain;"""706630388685389825""";"https://twitter.com/jrb9586x/status/706630388685389825
";(39.7837304, -100.4458824)
